# fluera llm-ratings v1 lang=en
# Model-estimated concreteness (1-5) + age-of-acquisition (years).
# Original generated data — NOT the Brysbaert/Kuperman empirical
# datasets. See assets/dictionaries/LICENSE.md.
# word\tconcrete\taoa
contribution	1.80	11.00
contributions	1.80	11.00
contributor	2.20	12.00
contributors	2.40	12.00
control	2.20	5.50
controlled	1.90	9.00
controller	3.40	10.00
controllers	4.00	10.00
controlling	2.20	8.50
controls	2.40	10.00
controversial	1.90	13.00
controversy	2.00	13.00
convenience	1.80	11.00
convenient	2.10	9.50
conveniently	1.70	11.00
convent	3.80	11.00
convention	2.30	11.50
conventional	1.90	13.00
conventions	2.10	12.00
conversation	2.40	7.00
conversations	2.50	8.00
converse	2.30	10.00
conversely	1.60	13.00
conversion	2.10	13.00
convert	2.30	9.50
converted	2.20	11.00
convertible	3.80	10.00
converting	2.10	11.00
converts	2.20	11.00
convey	1.90	12.00
convict	3.30	11.00
convicted	2.50	12.00
conviction	1.90	13.00
convictions	2.10	12.00
convince	1.90	10.00
convinced	1.70	10.00
convincing	1.80	10.00
convoy	3.60	11.00
conway	2.50	10.00
cook	3.60	4.50
cooked	3.60	5.00
cookie	4.80	4.00
cookies	4.80	4.00
cooking	3.70	5.00
cooks	3.60	5.00
cool	2.40	4.00
cooled	2.80	8.00
cooler	3.30	7.00
coolest	2.20	7.00
cooling	2.70	8.00
cooper	3.10	8.00
cooperate	1.70	8.00
cooperation	1.90	11.00
cooperative	2.20	11.00
coordinate	1.90	10.00
coordinated	1.80	11.00
coordinates	2.10	10.00
coordinating	1.80	12.00
coordination	2.10	11.00
coordinator	2.70	13.00
cop	3.80	6.00
cope	1.80	10.00
copenhagen	3.80	11.00
copied	2.30	7.00
copies	3.30	8.00
coping	1.80	11.00
copper	4.50	8.00
cops	3.50	7.00
copy	2.90	7.00
copying	2.60	8.00
copyright	2.30	12.00
coral	4.40	8.00
cord	4.40	6.00
core	3.00	10.00
cores	3.40	9.00
corey	3.40	9.00
cork	4.40	8.00
corn	4.90	4.00
cornell	3.30	13.00
corner	3.60	5.00
corners	3.70	5.00
cornwall	3.10	10.00
corp	2.60	12.00
corporal	3.40	12.00
corporate	2.10	12.00
corporation	2.50	12.00
corporations	3.00	12.00
corps	3.10	12.00
corpse	4.30	9.00
corpses	4.00	10.00
corpus	2.70	14.00
correct	1.70	7.00
corrected	2.00	8.00
correcting	2.10	8.00
correction	2.00	9.00
corrections	2.10	11.00
correctly	1.90	8.00
correlated	1.80	13.00
correlation	2.10	13.00
correspond	1.90	11.00
correspondence	2.70	12.00
correspondent	3.10	13.00
corresponding	1.60	12.00
corresponds	1.90	10.50
corridor	4.10	9.00
corrosion	3.00	13.00
corrupt	2.20	11.00
corrupted	2.10	12.00
corruption	2.00	13.00
cortex	3.40	14.00
cory	3.40	8.00
cos	1.40	8.00
cosmetic	3.10	12.00
cosmetics	4.00	11.00
cosmic	2.60	11.00
cosmos	3.10	11.00
cost	2.20	5.50
costa	3.40	10.00
costing	2.10	9.00
costly	2.10	10.00
costs	2.20	9.00
costume	4.50	6.00
costumes	4.40	6.00
cottage	4.30	8.00
cotton	4.60	6.00
couch	4.80	4.50
cough	3.70	5.00
could	1.30	3.80
could've	1.20	7.00
couldn't	1.40	3.80
council	2.70	8.00
councillor	3.10	12.00
councillors	3.00	13.00
councils	2.50	12.00
counsel	2.30	13.00
counseling	2.40	13.00
counselor	3.10	11.00
count	2.40	5.00
countdown	2.50	8.00
counted	2.30	5.00
counter	3.60	7.00
counterpart	1.90	13.00
counterparts	1.90	13.00
counters	3.50	8.00
countess	3.30	10.00
counties	3.00	10.00
counting	2.80	5.00
countless	1.70	11.00
countries	3.00	6.00
country	3.30	5.00
countryside	3.80	8.00
counts	2.60	6.00
county	2.90	7.00
coup	2.60	13.00
couple	2.40	5.00
coupled	2.10	11.00
couples	3.10	9.00
coupon	3.90	10.00
coupons	4.00	10.00
courage	1.70	8.00
courageous	1.80	10.00
courier	3.80	11.00
course	2.00	5.00
courses	2.50	10.00
court	3.40	6.50
courtesy	1.80	10.00
courthouse	4.00	11.00
courtney	3.70	9.00
courtroom	4.00	11.00
courts	3.40	10.00
courtyard	4.20	10.00
cousin	3.90	5.00
cousins	3.40	6.00
cove	4.00	11.00
covenant	2.20	13.00
coventry	3.40	13.00
cover	3.00	4.50
coverage	2.10	11.00
covered	2.70	6.00
covering	2.70	7.00
covers	3.10	6.50
covert	2.30	12.50
covid	3.00	14.00
cow	4.90	3.00
coward	2.50	9.00
cowboy	4.30	5.00
cowboys	4.10	6.00
cows	4.80	4.00
cox	3.20	10.00
cozy	3.10	8.00
cpu	3.40	13.00
crab	4.80	5.00
crack	3.30	7.00
cracked	3.10	7.00
cracking	3.00	7.00
cracks	3.90	6.00
cradle	4.30	7.00
craft	3.30	7.00
crafted	2.80	11.00
crafting	2.70	8.00
crafts	3.60	7.00
craig	3.30	8.50
crane	4.30	8.00
crank	3.40	10.00
crap	2.80	9.00
crappy	2.20	8.00
crash	3.50	6.50
crashed	2.90	7.00
crashes	3.30	7.00
crashing	3.30	7.00
crater	4.10	9.00
craving	2.50	9.50
crawford	3.30	10.00
crawl	3.30	5.00
crawling	3.20	6.00
crazy	2.10	4.50
cream	4.50	4.00
create	2.00	5.50
created	1.90	5.50
creates	2.20	9.00
creating	2.10	7.50
creation	2.10	9.50
creations	2.60	9.00
creative	2.00	9.50
creativity	1.70	10.00
creator	2.60	11.00
creators	2.50	10.00
creature	3.60	6.00
creatures	3.70	7.00
credentials	2.10	13.00
credibility	1.80	13.00
credible	1.50	12.00
credit	2.40	10.00
credited	2.20	11.00
creditors	2.80	14.00
credits	2.50	11.00
creed	2.10	12.00
creek	4.30	7.00
creep	3.00	8.00
creeping	2.90	8.00
creepy	2.10	7.00
crescent	4.10	7.50
crest	3.70	10.00
crew	3.30	8.00
crews	3.50	9.00
crib	4.40	5.00
cricket	4.10	8.00
cried	3.40	4.00
cries	2.90	5.00
crime	2.40	9.00
crimes	2.60	9.00
criminal	2.60	9.00
criminals	3.30	8.00
crimson	3.60	10.00
cringe	2.40	11.00
crippled	2.80	10.00
crises	2.10	12.00
crisis	2.10	11.00
crisp	3.40	8.00
criteria	1.90	13.00
critic	2.80	12.00
critical	1.60	11.00
critically	1.80	12.00
criticised	1.90	11.00
criticism	1.90	11.00
criticisms	1.80	12.00
criticize	1.80	11.00
criticized	1.80	11.00
criticizing	2.10	9.50
critics	2.50	12.00
critique	2.20	13.00
croatia	3.40	11.00
crocodile	4.60	5.00
crooked	3.10	9.00
crop	4.20	7.00
crops	4.10	8.00
crosby	3.40	10.50
cross	3.80	5.00
crossed	2.90	6.00
crosses	3.20	7.00
crossing	3.00	7.00
crossover	2.60	13.00
crossroads	3.30	10.00
crow	4.60	6.00
crowd	3.70	6.00
crowded	3.20	7.00
crowds	3.80	7.00
crown	4.30	6.00
crowned	3.10	8.00
crucial	1.80	12.00
crude	2.30	12.00
cruel	2.40	7.00
cruelty	1.60	9.00
cruise	3.40	9.00
cruiser	3.90	10.00
cruising	3.10	9.00
crunch	3.30	6.00
crusade	2.60	13.00
crush	3.30	7.00
crushed	3.20	7.00
crushing	3.10	8.00
crust	4.10	6.00
cruz	3.30	10.00
cry	3.10	3.50
crying	3.10	4.00
crypto	2.30	14.00
crystal	4.30	8.00
crystals	4.40	7.00
cub	4.30	6.00
cuba	3.90	9.00
cuban	3.20	11.00
cube	4.40	5.00
cubic	2.80	11.00
cubs	4.30	6.00
cue	3.20	8.00
cues	2.60	10.00
cuff	3.90	9.00
cuisine	3.10	12.00
culinary	2.60	12.00
cult	2.70	11.00
cultivated	2.70	13.00
cultivation	2.80	13.00
cultural	1.80	11.00
culturally	1.70	13.00
culture	2.20	8.00
cultures	2.40	10.00
cum	3.40	11.00
cumulative	1.80	13.00
cunningham	3.40	11.00
cunt	2.90	11.00
cup	4.80	3.20
cups	4.80	3.50
curator	3.30	13.00
curb	3.30	10.00
cure	2.90	7.00
cured	2.40	8.00
curiosity	1.80	9.00
curious	2.00	7.00
curl	3.30	7.00
curling	3.10	8.00
curly	3.40	6.00
currencies	2.60	12.00
currency	2.90	12.00
current	1.90	6.50
currently	1.40	7.50
currents	3.20	10.00
curriculum	2.50	12.00
curry	4.10	9.00
curse	2.20	8.00
cursed	2.10	8.00
curtain	4.60	5.00
curtains	4.70	6.00
curtis	3.20	9.00
curve	3.50	7.50
curved	3.40	8.00
curves	3.40	8.00
cushion	4.50	6.00
custody	2.40	12.00
custom	2.20	10.00
customary	1.90	13.00
customer	3.10	9.00
customers	3.00	10.00
customs	2.70	9.50
cut	3.20	3.50
cute	2.80	5.00
cuts	3.10	5.00
cutter	3.70	9.00
cutting	3.20	5.50
cuz	1.60	8.00
cyber	2.40	13.00
cycle	3.00	8.00
cycles	2.70	9.00
cycling	3.70	7.00
cyclist	3.80	9.00
cyclists	3.80	9.00
cyclone	3.70	10.00
cylinder	3.90	10.00
cynical	1.70	13.00
cynthia	3.60	9.00
cyprus	3.40	11.00
cyrus	3.30	10.00
czech	3.20	11.00
dad	4.50	3.00
daddy	4.30	2.00
dads	4.20	4.00
dagger	4.40	8.50
daily	1.90	5.50
dairy	4.20	7.00
daisy	4.60	5.00
dakota	3.90	9.00
dale	3.20	8.00
dallas	3.90	9.00
dalton	3.40	10.00
dam	4.50	7.50
damage	2.50	9.00
damaged	2.60	9.00
damages	2.30	10.00
damaging	2.10	9.00
damascus	3.20	13.00
dame	3.10	10.00
damien	3.30	10.00
dammit	1.70	8.00
damn	1.90	5.50
damned	2.10	9.00
damon	3.40	10.00
damp	3.30	8.00
dams	4.20	8.00
dan	3.40	5.00
dana	2.50	7.00
dance	3.60	4.50
danced	3.40	5.00
dancer	3.90	6.00
dancers	4.30	5.00
dances	3.20	5.00
dancing	3.30	4.50
dang	1.60	8.00
danger	2.10	6.50
dangerous	2.30	6.00
dangers	2.40	7.00
daniel	3.30	5.00
danielle	3.10	7.00
daniels	3.30	10.00
danish	3.00	11.00
danny	3.10	5.00
dante	2.90	11.00
dare	2.10	7.00
dared	2.10	7.00
daring	2.10	9.00
dark	3.10	3.80
darker	2.90	6.00
darkest	2.70	8.00
darkness	3.10	7.00
darling	3.10	6.00
darn	1.80	7.00
darren	2.50	7.00
dart	4.10	7.00
darwin	2.80	10.00
das	2.30	10.00
dash	3.10	8.00
dat	1.90	6.00
data	2.60	8.00
database	2.80	12.00
databases	2.80	12.00
date	2.60	5.50
dated	2.30	9.00
dates	2.80	6.50
dating	2.40	10.00
daughter	4.00	3.80
daughters	4.40	5.00
dave	3.40	6.00
david	3.50	4.00
davidson	2.60	9.00
davies	3.20	10.00
davis	3.20	7.00
dawn	3.40	7.00
dawson	2.60	9.00
day	2.60	3.20
daylight	3.80	6.00
days	2.20	3.70
daytime	2.90	6.00
dayton	3.40	13.00
dead	2.80	4.50
deadline	2.30	11.00
deadly	2.60	7.50
deaf	3.40	7.00
deal	2.20	5.00
dealer	3.50	9.00
dealers	3.30	10.00
dealing	1.80	8.50
dealings	2.20	11.00
deals	2.30	8.00
dealt	2.10	9.00
dean	3.20	10.00
dear	1.80	5.00
dearly	1.80	9.00
death	2.60	5.00
deaths	2.70	8.50
debate	2.10	10.50
debated	1.90	11.00
debates	2.20	11.00
debating	2.00	11.00
debbie	3.70	8.00
debit	3.10	11.00
deborah	2.90	7.00
debris	3.70	11.00
debt	2.40	9.50
debts	2.50	11.00
debut	2.50	12.00
debuted	2.40	12.00
dec	2.30	8.00
decade	2.10	11.00
decades	2.10	11.00
decay	3.10	10.00
deceased	2.60	12.00
december	2.50	4.50
decency	1.80	12.00
decent	1.80	9.00
deception	1.80	12.00
decide	1.60	7.00
decided	1.70	4.50
decides	1.90	6.50
deciding	1.80	7.00
decision	1.90	7.00
decisions	1.70	9.00
decisive	1.60	12.00
deck	4.30	7.00
decks	3.70	8.00
declaration	2.20	11.00
declare	1.90	10.00
declared	1.90	10.00
declares	1.80	10.00
declaring	1.70	9.00
decline	1.90	11.00
declined	2.10	11.00
declines	2.20	11.00
declining	2.20	11.00
decor	3.50	12.00
decorated	3.00	7.00
decoration	3.80	6.00
decorations	3.90	5.00
decorative	3.10	9.00
decrease	2.30	9.00
decreased	1.90	9.00
decreases	2.00	11.00
decreasing	2.00	11.00
decree	1.80	13.00
dedicate	1.90	10.00
dedicated	1.70	10.50
dedication	1.70	11.00
dee	3.10	8.00
deed	2.30	9.00
deeds	2.10	10.00
deemed	1.60	12.00
deep	2.60	4.50
deeper	2.80	6.00
deepest	2.30	8.00
deeply	1.80	9.00
deer	4.90	4.50
def	2.00	13.00
default	2.00	13.00
defeat	2.20	8.50
defeated	2.30	8.00
defeating	2.30	9.00
defeats	2.20	8.00
defect	2.40	12.00
defective	2.60	10.00
defects	2.10	12.00
defence	2.20	10.00
defend	2.20	8.00
defendant	3.10	13.00
defendants	3.10	13.00
defended	2.00	9.00
defender	3.10	8.50
defenders	3.00	9.00
defending	2.10	9.00
defends	2.40	8.00
defense	2.00	10.00
defenses	2.50	10.00
defensive	1.90	11.00
deferred	1.80	13.00
defiance	1.80	12.00
deficiency	1.90	13.00
deficit	2.10	13.00
deficits	2.10	13.00
define	1.90	9.00
defined	1.80	10.00
defines	1.90	9.00
defining	1.70	11.00
definite	1.50	10.00
definitely	1.30	9.00
definition	1.80	10.00
definitions	1.70	9.00
definitive	1.50	13.00
degradation	1.90	14.00
degree	2.10	10.00
degrees	2.60	9.00
deity	2.60	12.00
del	2.00	9.00
delaware	3.60	10.00
delay	2.10	9.00
delayed	2.10	9.00
delays	2.10	9.00
delegate	2.50	13.00
delegates	2.60	13.00
delegation	2.40	13.00
delete	2.50	9.00
deleted	2.70	9.00
deleting	2.40	9.00
delhi	3.50	10.00
deliberate	1.60	11.00
deliberately	1.60	11.00
delicate	2.30	10.00
delicious	3.40	5.00
delight	2.10	8.00
delighted	2.10	8.00
delightful	1.80	9.00
deliver	2.40	8.50
delivered	2.40	8.00
deliveries	3.20	10.00
delivering	2.80	8.00
delivers	2.50	8.00
delivery	2.80	8.50
dell	3.80	11.00
delta	3.10	11.00
delusional	1.80	13.00
deluxe	2.60	11.00
dem	2.30	10.00
demand	1.90	10.00
demanded	2.10	8.00
demanding	2.10	9.00
demands	2.00	10.00
dementia	2.50	13.00
demise	1.90	13.00
demo	2.80	12.00
democracy	1.90	13.00
democrat	2.40	12.00
democratic	1.90	11.00
democrats	2.80	11.00
demographic	2.20	13.00
demographics	2.10	13.50
demolished	3.20	9.00
demolition	3.20	11.00
demon	3.20	8.00
demons	3.10	8.00
demonstrate	2.10	11.00
demonstrated	2.10	11.00
demonstrates	2.10	10.00
demonstrating	1.90	10.00
demonstration	2.50	11.00
demonstrations	2.40	11.00
dems	2.40	12.00
den	3.90	7.00
denial	1.70	12.00
denied	1.80	10.00
denies	1.80	9.00
denim	4.30	8.00
denis	2.80	8.00
denise	3.50	8.00
denmark	3.80	10.00
dennis	3.30	8.00
dense	2.80	11.00
density	2.20	13.00
dent	3.80	8.00
dental	3.30	9.00
dentist	4.40	6.00
denver	3.40	9.00
deny	1.70	9.00
denying	1.70	9.00
depart	2.60	10.00
departed	2.10	10.00
departing	2.50	9.50
department	2.80	7.00
departments	2.70	11.00
departure	2.60	10.00
depend	1.80	9.00
dependence	1.70	12.00
dependency	1.90	12.00
dependent	1.90	11.00
depending	1.50	9.00
depends	1.50	8.50
depicted	2.20	12.00
depicting	2.30	12.00
depicts	2.30	12.00
deploy	2.40	12.00
deployed	2.30	12.00
deployment	2.50	13.00
deportation	2.70	13.00
deported	2.40	12.00
deposit	2.80	11.00
deposited	2.50	11.00
deposition	2.10	13.00
deposits	2.80	11.00
depot	3.50	11.00
depressed	2.20	9.00
depressing	2.10	10.00
depression	2.10	11.00
deprived	1.90	11.00
dept	2.40	11.00
depth	2.50	9.50
depths	2.70	9.00
deputies	3.20	11.00
deputy	3.00	10.00
der	2.50	8.00
derby	3.50	9.00
derek	3.40	8.00
derivative	2.00	14.00
derivatives	2.00	14.00
derive	1.70	12.00
derived	2.00	13.00
derrick	3.30	11.00
des	2.20	9.00
descend	2.50	10.00
descendants	2.80	11.00
descended	2.50	10.00
descending	2.60	10.00
descent	2.70	11.00
describe	1.80	8.50
described	1.80	8.00
describes	1.70	8.00
describing	2.10	9.00
description	2.10	10.00
descriptions	2.20	9.00
descriptive	2.00	11.00
desert	4.30	6.00
deserted	2.80	10.00
deserve	1.70	8.00
deserved	1.70	8.00
deserves	1.60	8.00
deserving	1.90	8.50
design	2.60	7.00
designated	2.10	12.00
designation	1.80	13.00
designed	2.10	9.00
designer	3.00	10.00
designers	3.30	11.00
designing	2.50	9.00
designs	2.80	9.00
desirable	1.90	12.00
desire	2.00	10.00
desired	1.80	10.00
desires	1.80	10.00
desk	4.80	4.00
desktop	4.10	11.00
despair	1.60	10.00
desperate	2.10	9.00
desperately	1.90	9.00
desperation	2.10	10.50
despise	1.90	11.00
despite	1.20	10.00
dessert	4.60	5.00
destination	2.80	10.00
destinations	3.30	9.00
destined	1.70	11.00
destiny	1.70	9.50
destroy	2.50	7.50
destroyed	2.60	7.50
destroyer	3.20	9.00
destroying	2.70	7.00
destroys	2.80	8.00
destruction	2.30	10.00
destructive	2.20	11.00
detached	2.20	11.00
detail	2.10	9.00
detailed	2.00	10.00
detailing	2.30	11.00
details	2.20	9.00
detained	2.10	12.00
detect	1.90	10.00
detected	2.00	10.00
detecting	2.50	10.00
detection	2.00	11.00
detective	3.40	8.00
detectives	3.70	9.00
detector	3.70	10.00
detention	2.60	11.00
deter	1.90	12.00
determination	1.70	10.50
determine	1.80	10.50
determined	1.80	10.00
determines	1.50	10.00
determining	1.80	11.00
detrimental	1.80	13.00
detroit	3.90	9.00
deutsche	3.10	13.00
dev	2.60	12.00
devastated	2.20	10.00
devastating	2.10	11.00
develop	1.70	9.00
developed	1.80	9.00
developer	2.90	12.00
developers	2.80	12.00
developing	2.00	9.50
development	2.10	8.00
developmental	1.60	13.00
developments	2.10	11.00
develops	2.10	9.00
device	3.40	9.50
devices	3.40	10.00
devil	3.10	6.00
devils	2.90	6.00
devised	1.80	12.00
devon	3.50	11.00
devote	2.10	11.00
devoted	2.00	11.00
devotion	1.90	11.00
dew	4.20	6.50
dexter	2.80	10.00
diabetes	3.50	11.00
diagnosed	2.30	12.00
diagnosis	2.50	13.00
diagnostic	2.60	13.00
diagram	3.80	9.00
dial	3.60	8.00
dialect	2.50	12.00
dialogue	2.30	11.00
diameter	3.20	11.00
diamond	4.50	7.00
diamonds	4.50	7.00
diana	3.40	7.00
diane	3.30	7.00
diaper	4.50	5.00
diaries	3.70	8.00
diarrhea	3.60	9.00
diary	4.30	6.00
diaz	2.60	11.00
dice	4.40	6.00
dick	3.00	8.00
dickens	3.40	11.00
dicks	3.10	11.00
dictate	1.90	12.00
dictator	3.10	12.00
dictatorship	2.50	13.00
dictionary	4.20	7.00
did	1.40	3.10
didn't	1.40	3.30
didnt	1.50	5.00
die	2.50	4.20
died	2.30	4.50
diego	3.60	10.00
dies	2.60	6.00
diesel	3.80	10.00
diet	2.80	9.00
dietary	2.60	12.00
diets	2.80	11.00
differ	1.60	10.00
difference	1.80	5.50
differences	1.80	8.00
different	1.70	4.20
differential	2.30	13.00
differentiate	1.70	13.00
differentiation	1.70	13.00
differently	1.80	8.00
differing	1.70	12.00
differs	1.60	11.00
difficult	1.60	5.50
difficulties	1.90	9.00
difficulty	1.70	8.00
dig	3.60	5.00
digest	2.80	9.00
digging	4.20	4.50
digit	3.20	9.00
digital	2.40	11.00
digits	3.10	9.00
dignity	1.50	12.00
dilemma	1.80	13.00
diligence	1.80	13.00
dim	2.80	8.00
dime	4.30	7.00
dimension	2.40	12.00
dimensional	2.10	12.00
dimensions	2.40	11.00
diminished	1.80	12.00
din	3.10	11.00
dine	2.90	8.00
diner	3.90	9.00
ding	2.80	7.00
dining	3.30	7.00
dinner	4.20	4.00
dinners	4.10	5.50
dinosaur	4.60	4.00
dinosaurs	4.40	5.00
diocese	2.70	13.00
dioxide	3.10	13.00
dip	3.10	6.00
diploma	3.30	11.00
diplomacy	1.90	13.00
diplomat	3.20	13.00
diplomatic	2.20	13.00
diplomats	3.30	12.00
dipped	3.20	6.00
dipping	3.10	7.00
dir	2.50	12.00
dire	1.90	12.00
direct	1.90	9.00
directed	2.20	9.00
directing	2.30	9.00
direction	2.10	8.00
directions	2.60	7.00
directive	1.80	13.00
directly	1.50	9.00
director	3.10	7.50
directors	3.00	11.00
directory	3.00	12.00
directs	2.20	10.00
dirt	4.60	5.00
dirty	3.50	4.00
dis	1.90	9.00
disabilities	2.50	11.00
disability	2.40	11.00
disable	1.80	8.00
disabled	2.60	9.00
disadvantage	1.70	10.00
disadvantaged	2.00	11.00
disadvantages	1.90	10.00
disagree	1.70	7.50
disagreed	1.90	8.00
disagreement	1.70	10.00
disappear	2.50	6.00
disappearance	2.10	10.00
disappeared	2.50	6.00
disappearing	2.30	8.00
disappears	2.50	8.00
disappoint	1.90	9.00
disappointed	1.90	7.00
disappointing	1.70	10.00
disappointment	1.70	10.00
disaster	2.50	9.00
disasters	2.80	9.00
disastrous	1.90	12.00
disc	4.30	8.00
discarded	2.50	11.00
discharge	2.30	12.00
discharged	2.20	12.00
disciples	3.10	11.00
disciplinary	1.80	13.00
discipline	2.00	10.00
disciplined	2.00	10.00
disciplines	2.20	12.00
disclose	1.90	13.00
disclosed	1.80	13.00
disclosure	1.90	13.00
disco	3.30	9.00
discomfort	2.10	11.00
disconnected	2.20	9.00
discontinued	2.00	12.00
discount	2.50	10.00
discounted	2.30	11.00
discounts	2.40	10.00
discourage	1.90	8.50
discouraged	1.80	10.00
discourse	2.00	13.00
discover	1.90	7.00
discovered	1.90	7.00
discoveries	2.40	9.00
discovering	2.00	8.00
discovers	2.10	8.00
discovery	2.20	9.00
discrete	1.90	13.00
discretion	1.60	12.00
discriminate	1.90	12.00
discrimination	2.00	12.00
discs	3.80	9.00
discuss	1.90	9.00
discussed	1.80	9.00
discusses	1.90	9.00
discussing	2.10	9.00
discussion	2.00	9.00
discussions	2.20	10.00
disease	2.90	10.00
diseases	2.80	10.00
disgrace	1.90	11.00
disguise	3.10	8.00
disguised	3.00	8.00
disgust	2.30	9.00
disgusted	2.50	7.00
disgusting	2.50	7.00
dish	4.60	5.00
dishes	4.70	4.50
dishonest	1.70	7.00
disk	3.90	9.00
dislike	1.90	6.00
dismiss	2.00	10.00
dismissal	2.00	12.00
dismissed	2.10	11.00
disney	3.60	6.00
disneyland	3.80	7.00
disorder	2.10	11.00
disorders	2.50	11.00
dispatch	2.30	12.00
dispatched	2.30	12.00
dispersed	2.40	12.00
displaced	1.90	12.00
displacement	2.20	13.00
display	2.90	9.00
displayed	3.10	8.00
displaying	2.50	10.00
displays	3.10	9.00
disposable	3.10	10.00
disposal	2.40	12.00
dispose	2.40	10.00
disposed	2.40	10.00
disposition	1.80	13.00
dispute	2.10	11.00
disputed	1.80	12.00
disputes	1.90	12.00
disregard	1.70	13.00
disrespect	1.80	11.00
disrespectful	1.80	11.00
disrupt	1.90	12.00
disruption	2.00	12.00
dissent	2.00	13.00
dissertation	2.70	14.00
dissolution	1.70	14.00
dissolve	2.70	10.00
dissolved	2.70	11.00
distance	2.40	8.00
distances	3.10	8.00
distant	2.80	8.00
distinct	1.90	11.00
distinction	1.80	11.50
distinctive	1.80	12.00
distinctly	1.80	11.00
distinguish	2.10	11.00
distinguished	2.10	12.00
distorted	2.40	12.00
distortion	2.40	11.50
distract	2.10	9.00
distracted	2.30	9.00
distraction	1.90	9.00
distress	2.00	11.00
distressed	2.40	9.00
distribute	2.00	10.00
distributed	2.50	11.00
distributing	2.50	12.00
distribution	2.00	11.50
distributions	2.10	12.00
distributor	3.10	13.00
distributors	2.80	13.00
district	2.70	7.00
districts	2.80	10.00
disturb	2.20	8.00
disturbance	2.20	11.00
disturbed	1.90	10.00
disturbing	1.90	10.00
ditch	4.30	7.00
dive	3.60	5.50
divers	4.10	8.00
diverse	2.00	12.00
diversion	2.10	12.00
diversity	2.10	11.00
diverted	2.30	11.00
divide	2.60	7.00
divided	2.20	8.00
dividend	1.90	14.00
dividends	2.20	14.00
dividing	2.40	8.00
divine	1.90	11.00
diving	3.40	7.00
division	2.20	10.00
divisions	2.40	9.50
divorce	2.40	10.00
divorced	2.40	9.00
dixon	3.40	11.00
diy	2.60	12.00
djs	3.20	11.00
dna	3.50	11.00
dnc	2.30	14.00
doc	3.40	8.00
dock	4.60	6.00
docks	4.30	8.50
docs	2.60	10.00
doctor	4.30	4.00
doctoral	2.30	14.00
doctors	4.10	5.00
doctrine	1.60	13.00
document	3.30	10.00
documentaries	3.00	11.00
documentary	2.90	11.00
documentation	2.40	13.00
documented	2.10	12.00
documents	3.20	10.00
dodge	3.00	8.00
dodgers	3.40	11.00
doe	3.40	8.00
does	1.40	3.50
doesn't	1.40	3.50
doesnt	1.30	6.00
dog	4.90	2.80
dogs	4.90	3.00
doin	1.80	5.00
doing	1.80	3.30
doll	4.80	4.00
dollar	3.90	6.00
dollars	3.60	6.00
dolls	4.70	4.00
dolly	4.10	6.00
dolphin	5.00	5.00
dolphins	4.80	5.00
dom	2.50	11.00
domain	2.20	12.00
domains	2.40	13.00
dome	4.40	9.00
domestic	2.40	10.00
dominance	2.10	12.00
dominant	2.00	12.00
dominate	2.20	11.00
dominated	2.10	11.00
dominating	2.10	12.00
domination	1.90	12.00
dominic	2.80	8.00
dominican	3.40	11.00
dominion	2.40	13.00
don't	1.30	3.10
donald	3.40	6.00
donate	2.10	8.00
donated	2.20	9.00
donating	2.20	11.00
donation	2.50	10.00
donations	2.70	9.50
done	1.90	3.50
dong	2.90	8.00
donkey	4.80	5.00
donna	3.30	7.00
donor	2.90	12.00
donors	3.10	12.00
donovan	2.60	10.00
dont	1.30	6.00
doo	2.20	5.00
doom	1.90	9.00
doomed	1.90	10.00
door	4.70	3.20
doors	4.70	3.50
doorstep	4.20	7.00
doorway	4.30	6.00
dope	3.40	10.00
doris	2.90	8.00
dorm	3.90	11.00
dorothy	2.60	7.00
dos	2.20	10.00
dosage	2.80	11.00
dose	3.20	11.00
doses	2.90	11.00
dot	3.90	5.00
dots	3.90	5.00
double	2.30	4.50
doubled	2.30	8.00
doubles	2.50	7.00
doubling	2.30	10.00
doubt	1.60	8.00
doubtful	1.60	8.00
doubts	1.60	9.00
doug	3.40	8.00
dough	4.40	7.00
douglas	3.10	8.00
dove	4.70	6.00
dover	3.60	10.50
dow	3.10	13.00
down	2.00	3.00
downfall	2.20	11.00
downhill	3.10	8.00
download	2.80	10.00
downloaded	2.80	11.00
downloading	2.70	11.00
downloads	2.80	11.00
downs	2.60	8.00
downside	2.10	11.00
downstairs	3.90	5.00
downstream	2.70	12.00
downtown	3.60	8.00
downward	2.40	8.00
doyle	3.40	11.00
dozen	2.80	8.00
dozens	2.70	7.00
draft	2.40	11.00
drafted	2.40	12.00
drafting	2.40	13.00
drafts	2.60	11.00
drag	3.10	6.00
dragged	3.10	7.00
dragging	3.30	5.00
dragon	3.60	5.00
dragons	3.70	5.00
drain	3.70	7.00
drainage	3.20	11.00
drained	2.90	8.00
draining	3.10	8.50
drains	4.00	7.00
drake	3.20	10.00
drama	2.30	9.00
dramas	2.70	10.00
dramatic	1.80	10.00
dramatically	1.60	11.00
drank	3.20	5.00
drastic	1.80	12.00
drastically	1.70	12.00
draw	3.20	4.50
drawer	4.60	5.00
drawing	3.60	5.00
drawings	3.90	6.00
drawn	2.60	7.00
draws	3.10	5.00
dread	1.90	11.00
dreadful	1.90	11.00
dream	2.50	5.00
dreamed	2.20	6.00
dreaming	2.40	6.00
dreams	2.40	6.00
dress	4.40	4.00
dressed	3.10	5.00
dresses	4.40	5.00
